id,indexed_date,language,media_name,media_url,publish_date,title,url,Text
93aea71659744e3f40b93e9c940dc5254f483206e4add176be4c5a2d7fd724e8,2025-09-14 23:30:14.146319+00:00,en,rediff.com,rediff.com,2013-05-27,"Strengthening NDA, not Modi, should be BJP's priority",http://www.rediff.com/news/column/strengthening-nda-not-modi-should-be-bjps-priority/20130527.htm,"Even with Narendra Modi as its PM candidate, the BJP is expected to get between 170 and 190 seats in 2014. That means some 100-odd seats will have to come from allies. That also means the present NDA allies are not enough, it has to be NDA+, says Sajid Bhombal As the United Progressive Alliance goes into the fifth and last year of its term, political parties are heading full steam into election mode. The Congress-led UPA is struggling with a vast credibility crisis with the prime minister not seeming to be in control of his government. The dual leadership model of the Congress is, obviously, a failed idea. As the country moves into election mode, what is the likely outcome in 2014? Election results in India, specially to the Lok Sabha, are difficult to predict, but considering the state of affairs and the people’s loss of faith in the UPA it should have been clear by now that we will see a change of ruling coalition in 2014. If it is not clear yet, it is because the alternative, the Bharatiya Janata Party-led National Democratic Alliance doesn’t seem to have a clear strategy. The NDA has a problem, and"
076310c469c6467657e5dbd0c38b47d73f2e23ec960abc57f6335030b2081a85,2025-09-14 18:27:21.317907+00:00,en,indiatimes.com,indiatimes.com,2013-06-06,Narendra Modi's popularity may not travel outside Gujarat,http://economictimes.indiatimes.com/opinion/editorial/narendra-modis-popularity-may-not-travel-outside-gujarat/articleshow/20451362.cms,"Synopsis Under Narendra Modi, the BJP has won all six seats — two Lok Sabha and four state assembly — in by-elections in Gujarat."
e4138344ab73832218f32f364a5b676c3d3b577111859f41d0c1c247560e3a34,2025-09-14 11:56:30.920283+00:00,en,rediff.com,rediff.com,2013-06-20,Can Nitish Kumar be rallying point for third front?,http://www.rediff.com/news/column/can-nitish-kumar-be-rallying-point-for-third-front/20130620.htm,"There is more than sufficient space for this amongst the electorate in India that will respond definitively and favourably to a credible alternative. Nitish Kumar has an excellent chance of capturing this space through the inclusive politics of third front formations, says Seema Mustafa. Bihar Chief Minister Nitish Kumar has the potential of emerging as a rallying force for non-Congress, non-Bharatiya Janata Party political parties, both before and after the elections. His decision to part ways with the BJP on the issue of Narendra Modi heading that party’s poll committee has come as a relief to those who were worried about the divisive and polarising effect that the Gujarat chief minister was having on the country. The poor counter provided by the Congress party had sharpened this worry that has eased somewhat with the emergence of Nitish Kumar as a possible prime ministerial candidate. Significantly, his emergence has isolated the BJP with most regional parties now looking for third and fourth alternatives. This isolation reminds one of veteran BJP leader L K Advani’s angry and defiant promise to end the party’s isolation over 20 years ago when the National Front government was in power. He had stormed into the BJP"
69ac0a01569480b9f1adc88c03a351b18227a63bce4180c604f010a83a96af6a,2025-09-14 07:44:10.584834+00:00,en,thehindu.com,thehindu.com,2013-06-28,"For one more, a lot lost",http://www.thehindu.com/opinion/editorial/for-one-more-a-lot-lost/article4857429.ece,"For once, it was the voters who caught all the attention, and not the contestants. Much of the excitement generated by the election to the six Rajya Sabha seats from Tamil Nadu had little to do with the candidates in the fray. From the beginning, the point of interest was on the political churning the election would entail, on who would vote for whom. As it turned out, the Dravida Munnetra Kazhagam and the Congress got back together, and ended, for the time being at least, the expectations of a third front in the State in the form of an alliance between the Congress and the Desiya Murpokku Dravida Kazhagam, the rising regional party led by actor-politician Vijayakant. The reunion of the Congress and the DMK is a telling commentary on their divorce. Although the DMK parted ways citing the inaction of the United Progressive Alliance government on the Sri Lankan Tamils issue, it had no problems at all in seeking the support of the Congress for its candidate Kanimozhi, daughter of party president M. Karunanidhi. All the DMK’s rhetoric in the weeks leading to the breakup in March this year now rings hollow. Just as cold political calculations provoked"
955659c574df6c811df88c1abe20169c9ad0c94189fdbad26408a99e16e18725,2025-09-13 23:32:50.706608+00:00,en,indiatimes.com,indiatimes.com,2013-07-15,Bhutan's second general elections: A big win for democracy,http://economictimes.indiatimes.com/opinion/guest-writer/bhutans-second-general-elections-a-big-win-for-democracy/articleshow/21076163.cms,Moving up the value chain: How India’s BPM is creating new career pathways
3267f48137f669e86232b4e9aa71d13f2d6e0871149f4f90fbc949af6d929687,2025-09-13 20:05:39.232490+00:00,en,thehindu.com,thehindu.com,2013-07-23,Mixed bag for Congress,http://www.thehindu.com/opinion/op-ed/mixed-bag-for-congress/article4945459.ece,"The south is not known for its support to the Bharatiya Janata Party (BJP). With the BJP defeated in Karnataka only recently, the region appears set to live up to that reputation. Besides this common trend, the four States have somewhat different political stories to tell. Two States are ruled by the Congress (Andhra Pradesh and Karnataka), one has a Congress-led coalition government (Kerala) and one (Tamil Nadu) has a State-based party (the All India Anna Dravida Munnetra Kazhagam – AIADMK) as its ruling party. In all the four States, people are less satisfied with the Central government than their State governments. However, all the States except Karnataka (which had a new government coming to power two-and-a-half months ago) see a decline in the satisfaction with the State government as compared to two years ago. Advantage AIADMK Both Andhra Pradesh and Tamil Nadu pose a challenge to the Congress. In Tamil Nadu, political equations today are vastly different from what they were at the time of the 2009 Lok Sabha poll. The Dravida Munnetra Kazhagam (DMK) is no longer in alliance with the Congress and voters have not seen that step by the DMK as a serious issue. The Hindu-CNN-IBN"
3ce50974c48701cdaba14599ac92dc5499d2e4d7d1f33e76e78c7f8ac35da595,2025-09-13 20:01:52.936712+00:00,en,thehindu.com,thehindu.com,2013-07-23,Mixed bag for Congress,http://www.thehindu.com/opinion/op-ed/in-the-south-congress-is-better-placed/article4945459.ece,"The south is not known for its support to the Bharatiya Janata Party (BJP). With the BJP defeated in Karnataka only recently, the region appears set to live up to that reputation. Besides this common trend, the four States have somewhat different political stories to tell. Two States are ruled by the Congress (Andhra Pradesh and Karnataka), one has a Congress-led coalition government (Kerala) and one (Tamil Nadu) has a State-based party (the All India Anna Dravida Munnetra Kazhagam – AIADMK) as its ruling party. In all the four States, people are less satisfied with the Central government than their State governments. However, all the States except Karnataka (which had a new government coming to power two-and-a-half months ago) see a decline in the satisfaction with the State government as compared to two years ago. Advantage AIADMK Both Andhra Pradesh and Tamil Nadu pose a challenge to the Congress. In Tamil Nadu, political equations today are vastly different from what they were at the time of the 2009 Lok Sabha poll. The Dravida Munnetra Kazhagam (DMK) is no longer in alliance with the Congress and voters have not seen that step by the DMK as a serious issue. The Hindu-CNN-IBN"
0202a2d5488e518062c6f7309282a6728d121f9bce3e500d382758659aaf1a12,2025-09-13 18:36:53.525435+00:00,en,thehindu.com,thehindu.com,2013-07-27,Why votes don’t always mean seats,http://www.thehindu.com/opinion/op-ed/why-votes-dont-always-mean-seats/article4957200.ece,"Though the Bharatiya Janata Party (BJP) has dramatically improved its national vote share as per >CNN-IBN- The Hindu -Election Tracker survey 2013 , conducted by Lokniti-Centre for the Study of Developing Societies (CSDS), Delhi, what is very significant is that the party’s vote to seat conversion ratio has remained stagnant, the same as in 2009. The BJP got six Lok Sabha seats for every one per cent of the national vote it garnered in 2009. Thus, on a national vote share of 19 per cent it got 116 Lok Sabha seats. As per the current survey, if elections were held today the BJP would get 156-164 seats on an increased vote share of 27 per cent. The multiplier factor remains more or less the same — at six. Normally, if there is a general momentum of support in favour of a party, which the CSDS survey seems to indicate for the BJP in north and central India, one would have expected the vote share to seat multiplier ratio to also go up. This hasn’t happened. Had the BJP’s vote to seat multiplier gone up one notch, say seven seats for every one per cent vote, the BJP’s Lok Sabha seats"
d22033cc8e882bbe1eef4c9a627721578645592a8e2ab87ec5abc5eefe5ebaba,2025-09-13 15:36:46.193025+00:00,en,rediff.com,rediff.com,2013-08-01,Do voters like Narendra Modi?,http://www.rediff.com/news/slide-show/slide-show-1-column-do-voters-like-modi/20130801.htm,"This article was first published 12 years ago Home » News » Do voters like Narendra Modi? Do voters like Narendra Modi? Image: Narendra Modi after taking oath as Gujarat's chief minister in Ahmedabad, December 26, 2012. Photographs: Reuters Nitish Kumar expected to benefit handsomely after taking a hardline position against Narendra Modi. Opinion polls tell a different story, with the JD-U losing seats while the BJP gaining from the break-up. Is this because voters like Narendra Modi, wonders T V R Shenoy. Can you judge a movie by looking at a single frame? An opinion poll is like a still photograph, a moment frozen in time and space. A real poll-- a General Election -- is an epic movie, going through the traditional three-act structure of exposition-action-resolution. So, does that mean opinion polls are useless? No, if properly conducted they are pointers to the larger trends. The caveat lies in those words 'properly conducted'. In the past week India has been treated to two opinion polls, both claiming to be snapshots of what might happen if a General Election were to be held today, and yet they offer different results. The Hindu-CNN-IBN-CSDS poll was first off the mark, and"
f07b2c774fb560b6f4ed7334e4bc9b4224402f0a7bbd0b2495678c2a5e63c279,2025-09-13 12:29:06.440998+00:00,en,rediff.com,rediff.com,2013-08-07,Why the SP's efforts to consolidate minority vote is callous,http://www.rediff.com/news/column/why-the-sps-efforts-to-consolidate-minority-vote-is-callous/20130807.htm,"We have in UP today the Bharatiya Janata Party and the Samajwadi Party representing the two extremes in a bid to capture power in this huge state that returns 80 members to Parliament, says Seema Mustafa. No one uses the Muslims more callously than Samajwadi Party’s Mulayam Singh Yadav and now his son Akhilesh Yadav in the belief that their absurd utterances will consolidate the minority vote without which the party will not be able to survive the travails of politics in India’s largest state, Uttar Pradesh. This time around they have sought to justify the suspension of a young bureaucrat Durga Shakti Nagpal by insisting that this was done because she had brought down part of the boundary wall of a mosque, and the decision was creating communal tension in the area. And hence somehow the Muslims were made responsible for the authoritarian decision and brought into the firing line by a state government that lives off such religious polarisation. Reporters who visited the village wrote about how the minorities did not want to be part of this controversy, and that there was no communal tension at all in the Muslim majority village about the mosque. And as subsequent"
5b8e958dcd9caf267eabb479f1abf27ab4c34659a1e65c6403bd4a66b4dd9243,2025-09-13 02:08:18.608935+00:00,en,thehindu.com,thehindu.com,2013-08-19,‘A silence on Vadra that will cost Congress’,http://www.thehindu.com/opinion/interview/a-silence-on-vadra-that-will-cost-congress/article5039202.ece,"If the Congress-led UPA government is battling credibility issues on account of corruption charges, poor governance, inflation and an economic slowdown, the BJP, India’s leading Opposition party is facing its own internal crisis of dissent over Gujarat Chief Minister, Narendra Modi’s emergence as its potential Prime Ministerial candidate, questions over the BJP’s secular credentials, the absence of a coherent alliance strategy for the 2014 elections and its failure to mount a convincing opposition to the UPA’s scams. Speaking to The Hindu , BJP Leader in the Rajya Sabha, Arun Jaitely, answers tough questions on the multiple crises’ facing the Party and whether the 2014 win will be more about alliances and inflation than scams and governance. Why has the BJP been soft on the UPA’s scams? In 2G, the BJP only reacted after the CAG, media and Supreme Court took up the issue in November 2010. The 2G scandal took place in 2008, the noises started during the general election of 2009. The BJP and the Left parties did flag the issue in the media in 2009 but were busy with the elections. Post elections, I raised the issue extensively in the very first session of Parliament in 2009 itself"
25916741377edfa14ff6d21590016b513fcb56d75e7807c1df0bfda6287b21f0,2025-09-12 23:15:58.626306+00:00,en,indiatimes.com,indiatimes.com,2013-08-24,"Rahul Gandhi says if India is a computer, then Congress is its default program",http://timesofindia.indiatimes.com/home/opinion/edit-page/Rahul-Gandhi-says-if-India-is-a-computer-then-Congress-is-its-default-program/articleshow/22010873.cms,"Congress vice-president Rahul Gandhi, while addressing a party workshop on social media said: ""If India is a computer, then Congress is its default program."""
f0dbb12341ae95bb5018dd25a64c82c3e208da0c54e3399a68148b607701269a,2025-09-12 21:22:00.934159+00:00,en,rediff.com,rediff.com,2013-08-28,Sonia Gandhi is back in the driver's seat,http://www.rediff.com/news/slide-show/slide-show-1-column-sonia-gandhi-is-back-in-the-drivers-seat/20130828.htm,"This article was first published 12 years ago Home » News » Sonia Gandhi is back in the driver's seat Sonia Gandhi is back in the driver's seat Image: Congress president Sonia Gandhi Photographs: Courtesy Congress party website In early 2004, when the Congress had been routed in north Indian states, and even Congressmen were prophesying a two-digit tally for the party in the general elections, Sonia determinedly hit the road and stitched up alliances. Now, once again, she is displaying a similar resoluteness in circumstances that are even more trying, as evidenced by her piloting of the Food Security Bill, says Neerja Chowdhury When Congress president Sonia Gandhi spoke on behalf of her party on the Food Security Bill in the Lok Sabha, it was a defining moment for her and for the Congress party. What got through to people was the passion with which she spoke. And that her words came from the heart. She was obviously tense and anxious. She mispronounced some Hindi words and her hands trembled. As it turned out, she had been suffering from fever. It is not as if Sonia is not used to public speaking. By now she has spoken at hundreds"
3b88c8b317070d0f2f6bea9a7fbd2ddbfdaa47710ea2e8df94b690875335703c,2025-09-12 16:58:49.782939+00:00,en,thehindu.com,thehindu.com,2013-09-08,Curtains for a tragedy in five acts,http://www.thehindu.com/opinion/op-ed/curtains-for-a-tragedy-in-five-acts/article5107589.ece,"For the Australian Labor Party, a crushing defeat on Saturday night was the finale of a tragedy in five acts. Because the result is more a repudiation of Labor infighting than endorsement of Coalition philosophy, it does not mark a shift to the right. For new Prime Minister-elect Tony Abbott, the results were just rewards for leading a disciplined, stable and united team through three years of national political turmoil and global economic turbulence. In foreign policy, the results may portend subtle shifts in nuance and emphasis but not a fundamental reorientation. For India, an Abbott government is likely to provide greater ballast. Kevin Rudd’s convincing victory in 2007 produced high initial popularity, but a shambolic management style and an autocratic-narcissistic personality were the backdrop to Act One. In 2010, with plummeting polls and an alienated cabinet, the party caucus replaced him with Julia Gillard. Between Gillard and Rudd Act Two was consumed by the fallout. Australia’s first woman Prime Minister never recovered legitimacy from the back-stabbing that catapulted her into the post. Mr. Rudd undermined her during the 2010 campaign and stalked and destabilised her non-stop until June 2013. She also had a tin ear, rejecting responsibility for policy"
7aa779445081599e3c2a45eea8c1ef8857a619713dbd8bc6ea44a24d57f700eb,2025-09-12 12:44:54.342836+00:00,en,thehindu.com,thehindu.com,2013-09-20,The BJP’s ‘akla chalo’ challenge,http://www.thehindu.com/opinion/lead/the-bjps-akla-chalo-challenge/article5150917.ece,"A peculiar contradiction marks Indian politics today. On the streets of metro cities and even smaller towns, only one name is being heard: Narendra Modi. His connect with the young and the middle classes is becoming increasingly apparent — in the crowds that turn up to hear him, in the frenzied support he commands in cyberspace, and in the fact that he is being projected as a leader with his pulse on the future. The significance of this in a rapidly urbanising and demographically young country can hardly be overstated. Gravitational pull When an emerging mass leader generates this kind of buzz, he exerts a gravitational pull on politics as a whole. A case in point is V.P. Singh, whose popular appeal brought the entire Opposition to his door. Importantly, corruption was the biggest campaign point against the Rajiv Gandhi regime, as is the case with the United Progressive Alliance government today. However, unlike then, the pulsating following the Bharatiya Janata Party’s Prime Minister-in-waiting commands has not translated into a discernible political shift towards him and the BJP. Indications so far are that Mr. Modi has set the opposite impulse in motion. Indeed, the Gujarat Chief Minister’s presence at the"
83585e26d91e471a96b4925c03567b4fd569aabbceff1f162e44f1e2698e37b5,2025-09-12 10:55:42.994081+00:00,en,rediff.com,rediff.com,2013-09-23,What Modi and the BJP can learn from America,http://www.rediff.com/news/report/column-what-modi-and-the-bjp-can-learn-from-america/20130923.htm,"'You can fight to win leadership of a party, yet join party rivals to win a general election in the US. The fact that dissent is not rebellion is not really appreciated in India, where we are used to the 'High Command' culture,' says T V R Shenoy. As Barack Obama dithered over Syria, Republicans pointed to a five year-old television commercial. 'It is 3 am,' a voice proclaimed, 'A phone is ringing in the White House,' going on to make the point that Obama was unprepared for a foreign crisis. That commercial was made not by any Republican but by Hillary Clinton in 2008, while fighting Obama for the Democratic nomination for the American presidency. Eight months later, Obama asked Clinton to be his Secretary of State. Barack Obama was inspired by Doris Goodwin's Pulitzer-winning book on Abraham Lincoln, Team of Rivals. Lincoln's rivals for the Republican nomination in 1860 were William Seward, Salmon Chase, and Edward Bates. Once elected, he offered them the top spots in his cabinet, namely State (External Affairs), Treasury (Finance), and Justice (Home Affairs). (The hierarchy is fixed by law in the United States.) Historically, some of the most stinging attacks on American leaders"
f6a6458ff2c90730bc8e38af4d5c2e341e2062caf0146e406beaa5aaf72a39f1,2025-09-12 05:52:57.062472+00:00,en,indiatimes.com,indiatimes.com,2013-10-03,"Narendra Modi may have an edge over Congress today, but electoral battlefield can throw up surprises",http://economictimes.indiatimes.com/opinion/comments-analysis/narendra-modi-may-have-an-edge-over-congress-today-but-electoral-battlefield-can-throw-up-surprises/articleshow/23445251.cms,"Synopsis After elections, it may be difficult for some regional parties, which depend on Muslim votes, to support a Modi-led BJP."
4f4d77b18f2ca52ece4edfacea25689bf297aff56eee7bedf1a187204578f352,2025-09-12 04:11:25.061274+00:00,en,indiatimes.com,indiatimes.com,2013-09-25,Poke Me: We need a National Sarpanch,http://economictimes.indiatimes.com/opinion/poke-me/poke-me-we-need-a-national-sarpanch/articleshow/23051005.cms,"Synopsis A directly elected and strong president will not be vulnerable to coalitions. It will have stability of tenure, and will be able to concentrate on governance, than just on staying in government."
